Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,INSDC_center_alias,Individual
ERR589647,SZAXPI018289-136,WGS,193,6415916440,PRJEB6997,SAMEA2738004,5091101736,BGI,2109,public,"sra,fastq","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547642,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018289-136,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738004,ERS537534,Illumina,ERS537534,ERP006678,oral sample from China,BGI,
ERR589652,SZAXPI018309-166,WGS,191,4900040538,PRJEB6997,SAMEA2738009,3921534903,BGI,2106,public,"fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547647,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018309-166,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738009,ERS537539,Illumina,ERS537539,ERP006678,oral sample from China,BGI,
ERR589656,SZAXPI018313-15,WGS,192,4635552449,PRJEB6997,SAMEA2738013,3677858048,BGI,2050,public,"sra,fastq","s3,ena,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547651,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018313-15,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738013,ERS537543,Illumina,ERS537543,ERP006678,oral sample from China,BGI,
ERR589658,SZAXPI018315-17,WGS,193,4827765271,PRJEB6997,SAMEA2738015,3807843643,BGI,2049,public,"sra,fastq","s3,gs,ncbi,ena","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547653,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018315-17,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738015,ERS537545,Illumina,ERS537545,ERP006678,oral sample from China,BGI,
ERR589660,SZAXPI018317-19,WGS,192,6916919389,PRJEB6997,SAMEA2738017,5495503096,BGI,2047,public,"sra,fastq","gs,ena,s3,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547655,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:03Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018317-19,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738017,ERS537547,Illumina,ERS537547,ERP006678,oral sample from China,BGI,
ERR589668,SZAXPI018349-14,WGS,194,3436785448,PRJEB6997,SAMEA2738115,2777994028,BGI,2261,public,"sra,fastq","ncbi,gs,s3,ena","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547663,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:45:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018349-14,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738115,ERS537645,Illumina,ERS537645,ERP006678,oral sample from China,BGI,
ERR589674,SZAXPI018355-20,WGS,192,4130460029,PRJEB6997,SAMEA2738121,3375820856,BGI,2220,public,"fastq,sra","s3,ncbi,ena,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547669,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:45:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018355-20,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738121,ERS537651,Illumina,ERS537651,ERP006678,oral sample from China,BGI,
ERR589680,SZAXPI018361-26,WGS,190,5137688350,PRJEB6997,SAMEA2738127,4326649910,BGI,2159,public,"fastq,sra","ena,ncbi,s3,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547675,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:15Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018361-26,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738127,ERS537657,Illumina,ERS537657,ERP006678,oral sample from China,BGI,
ERR589683,SZAXPI018392-31,WGS,188,1365001459,PRJEB6997,SAMEA2738130,1137801942,BGI,2157,public,"sra,fastq","ncbi,gs,s3,ena","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547678,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:15Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018392-31,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738130,ERS537660,Illumina,ERS537660,ERP006678,oral sample from China,BGI,
ERR589687,SZAXPI018396-36,WGS,196,4886601108,PRJEB6997,SAMEA2738134,3729262121,BGI,2206,public,"sra,fastq","gs,ena,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547682,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018396-36,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738134,ERS537664,Illumina,ERS537664,ERP006678,oral sample from China,BGI,
ERR589690,SZAXPI018399-39,WGS,195,5223984181,PRJEB6997,SAMEA2738137,4029268325,BGI,2204,public,"sra,fastq","s3,ena,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547685,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018399-39,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738137,ERS537667,Illumina,ERS537667,ERP006678,oral sample from China,BGI,
ERR589691,SZAXPI018400-40,WGS,196,4083246380,PRJEB6997,SAMEA2738138,3126002918,BGI,2190,public,"sra,fastq","s3,ena,gs,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547686,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018400-40,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738138,ERS537668,Illumina,ERS537668,ERP006678,oral sample from China,BGI,
ERR589692,SZAXPI018401-45,WGS,194,5517092393,PRJEB6997,SAMEA2738139,4385438125,BGI,2164,public,"fastq,sra","gs,ena,s3,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547687,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:15Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018401-45,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738139,ERS537669,Illumina,ERS537669,ERP006678,oral sample from China,BGI,
ERR589694,SZAXPI018403-44,WGS,195,4792367276,PRJEB6997,SAMEA2738141,3769919320,BGI,2171,public,"fastq,sra","s3,gs,ena,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547689,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018403-44,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738141,ERS537671,Illumina,ERS537671,ERP006678,oral sample from China,BGI,
ERR589704,SZAXPI018438-95,WGS,187,5544261561,PRJEB6997,SAMEA2738151,4812376019,BGI,2248,public,"sra,fastq","gs,s3,ncbi,ena","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547699,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:14Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018438-95,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738151,ERS537681,Illumina,ERS537681,ERP006678,oral sample from China,BGI,
ERR589705,SZAXPI018439-102,WGS,181,5995185496,PRJEB6997,SAMEA2738152,5315047304,BGI,2197,public,"fastq,sra","ncbi,ena,s3,gs","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547700,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:45:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018439-102,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738152,ERS537682,Illumina,ERS537682,ERP006678,oral sample from China,BGI,
ERR589711,SZAXPI018445-129,WGS,194,5700196885,PRJEB6997,SAMEA2738158,4559642539,BGI,2192,public,"sra,fastq","s3,ena,ncbi,gs","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547706,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018445-129,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738158,ERS537688,Illumina,ERS537688,ERP006678,oral sample from China,BGI,
ERR589713,SZAXPI018447-136,WGS,196,2184398264,PRJEB6997,SAMEA2738160,1716681618,BGI,2191,public,"sra,fastq","ena,gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547708,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:53:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018447-136,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738160,ERS537690,Illumina,ERS537690,ERP006678,oral sample from China,BGI,
ERR589717,SZAXPI018452-169_1,WGS,194,6243236732,PRJEB6997,SAMEA2738164,5032450119,BGI,2187,public,"fastq,sra","gs,ena,s3,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547712,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:45:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018452-169_1,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738164,ERS537694,Illumina,ERS537694,ERP006678,oral sample from China,BGI,
ERR589723,SZAXPI018486-18,WGS,193,2575130734,PRJEB6997,SAMEA2738170,2103039557,BGI,2239,public,"fastq,sra","gs,ncbi,ena,s3","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547718,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:57:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018486-18,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738170,ERS537700,Illumina,ERS537700,ERP006678,oral sample from China,BGI,
ERR589724,SZAXPI018487-19,WGS,193,6357445250,PRJEB6997,SAMEA2738171,5237476024,BGI,2182,public,"fastq,sra","gs,s3,ncbi,ena","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547719,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:14Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018487-19,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738171,ERS537701,Illumina,ERS537701,ERP006678,oral sample from China,BGI,
ERR589727,SZAXPI018490-22,WGS,194,5940464016,PRJEB6997,SAMEA2738174,4758198943,BGI,2179,public,"sra,fastq","ncbi,ena,s3,gs","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547722,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:14Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018490-22,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738174,ERS537704,Illumina,ERS537704,ERP006678,oral sample from China,BGI,
ERR589739,SZAXPI019818-23,WGS,195,7167475457,PRJEB6997,SAMEA2737744,5435424843,BGI,2012,public,"sra,fastq","ena,ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547734,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:49:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019818-23,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737744,ERS537274,Illumina,ERS537274,ERP006678,Stool sample from China,BGI,
ERR589740,SZAXPI019819-24,WGS,195,7183005240,PRJEB6997,SAMEA2737745,5476647908,BGI,2012,public,"sra,fastq","gs,s3,ncbi,ena","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547735,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:44Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019819-24,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737745,ERS537275,Illumina,ERS537275,ERP006678,Stool sample from China,BGI,
ERR589741,SZAXPI019820-25,WGS,196,7624655581,PRJEB6997,SAMEA2737746,5745000482,BGI,2012,public,"sra,fastq","s3,ena,ncbi,gs","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547736,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019820-25,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737746,ERS537276,Illumina,ERS537276,ERP006678,Stool sample from China,BGI,
ERR589743,SZAXPI019822-27,WGS,193,5640152314,PRJEB6997,SAMEA2737748,4602408512,BGI,2012,public,"sra,fastq","ncbi,s3,ena,gs","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547738,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:49:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019822-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737748,ERS537278,Illumina,ERS537278,ERP006678,Stool sample from China,BGI,
ERR589747,SZAXPI019827-34,WGS,196,7563762064,PRJEB6997,SAMEA2737752,5669261420,BGI,2012,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547742,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019827-34,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737752,ERS537282,Illumina,ERS537282,ERP006678,Stool sample from China,BGI,
ERR589752,SZAXPI019833-41,WGS,195,5533142451,PRJEB6997,SAMEA2737757,4362376425,BGI,2012,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547747,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019833-41,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737757,ERS537287,Illumina,ERS537287,ERP006678,Stool sample from China,BGI,
ERR589758,SZAXPI019840-62,WGS,192,6837923432,PRJEB6997,SAMEA2737763,5647959894,BGI,2012,public,"fastq,sra","ncbi,ena,s3,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547753,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019840-62,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737763,ERS537293,Illumina,ERS537293,ERP006678,Stool sample from China,BGI,
ERR589761,SZAXPI019843-84,WGS,193,5843648916,PRJEB6997,SAMEA2737766,4815846585,BGI,2012,public,"sra,fastq","gs,ena,ncbi,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547756,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019843-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737766,ERS537296,Illumina,ERS537296,ERP006678,Stool sample from China,BGI,
ERR589762,SZAXPI019844-87,WGS,193,5953059882,PRJEB6997,SAMEA2737767,4877282829,BGI,2012,public,"sra,fastq","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547757,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019844-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737767,ERS537297,Illumina,ERS537297,ERP006678,Stool sample from China,BGI,
ERR589767,SZAXPI019849-94,WGS,197,5911557380,PRJEB6997,SAMEA2737772,4314316302,BGI,2012,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547762,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019849-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737772,ERS537302,Illumina,ERS537302,ERP006678,Stool sample from China,BGI,
ERR589770,SZAXPI019852-108,WGS,196,7298865932,PRJEB6997,SAMEA2737775,5471799761,BGI,2012,public,"sra,fastq","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547765,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019852-108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737775,ERS537305,Illumina,ERS537305,ERP006678,Stool sample from China,BGI,
ERR589771,SZAXPI019853-109,WGS,195,5818496883,PRJEB6997,SAMEA2737776,4389166342,BGI,2012,public,"fastq,sra","ncbi,s3,ena,gs","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547766,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019853-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737776,ERS537306,Illumina,ERS537306,ERP006678,Stool sample from China,BGI,
ERR589773,SZAXPI019855-113,WGS,196,6480668143,PRJEB6997,SAMEA2737778,4852449199,BGI,2012,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547768,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019855-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737778,ERS537308,Illumina,ERS537308,ERP006678,Stool sample from China,BGI,
ERR589781,SZAXPI019863-166,WGS,196,6161215536,PRJEB6997,SAMEA2737786,4716382868,BGI,2012,public,"fastq,sra","s3,gs,ena,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547776,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019863-166,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737786,ERS537316,Illumina,ERS537316,ERP006678,Stool sample from China,BGI,
ERR589785,SZAXPI021203-17,WGS,196,6943975289,PRJEB6997,SAMEA2737790,5328016500,BGI,2012,public,"fastq,sra","s3,ncbi,gs,ena","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547780,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:42:49Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021203-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737790,ERS537320,Illumina,ERS537320,ERP006678,Stool sample from China,BGI,
ERR589787,SZAXPI021205-19,WGS,198,3420579854,PRJEB6997,SAMEA2737792,2312405666,BGI,2012,public,"sra,fastq","ena,ncbi,gs,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547782,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021205-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737792,ERS537322,Illumina,ERS537322,ERP006678,Stool sample from China,BGI,
